      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA1   	   MA.MA2   	   MA.MA3   	   MA.MA4   	  VOL.VOLUME	  VOL.MAVOL1	  VOL.MAVOL2	  DMI.PDI   	  DMI.MDI   	  DMI.ADX   	  DMI.ADXR  	 
 2014/10/13	   10.70	   10.70	   10.46	   10.65	       33484530	      10.74	      10.47	      10.42	       9.84	  334845.31	  485142.41	  407319.19	      29.71	      19.84	      31.42	      27.99	
 2014/10/14	   10.60	   11.06	   10.60	   10.80	       62824024	      10.79	      10.55	      10.44	       9.87	  628240.25	  509416.00	  445669.59	      38.90	      16.09	      34.29	      29.79	
 2014/10/15	   10.82	   11.10	   10.71	   11.09	       66450404	      10.82	      10.64	      10.48	       9.91	  664504.06	  499852.81	  479572.81	      34.42	      13.58	      36.90	      31.82	
 2014/10/16	   10.98	   11.17	   10.69	   10.70	       55057352	      10.79	      10.69	      10.48	       9.94	  550573.50	  514968.00	  496604.81	      30.82	      11.11	      39.79	      34.10	
 2014/10/17	   10.70	   10.78	   10.36	   10.64	       38050564	      10.78	      10.72	      10.48	       9.97	  380505.63	  511734.41	  505890.41	      26.05	      21.56	      31.11	      33.24	
 2014/10/20	   10.68	   10.94	   10.61	   10.92	       31898100	      10.83	      10.78	      10.49	      10.01	  318981.00	  508560.00	  496851.19	      28.81	      18.91	      28.15	      31.79	
 2014/10/21	   10.86	   11.10	   10.78	   10.79	       36367640	      10.83	      10.81	      10.52	      10.04	  363676.41	  455648.00	  482532.00	      31.38	      16.62	      28.90	      30.96	
 2014/10/22	   10.74	   10.87	   10.48	   10.56	       31835170	      10.72	      10.77	      10.53	      10.07	  318351.69	  386417.59	  443135.19	      26.81	      25.39	      21.42	      28.24	
 2014/10/23	   10.53	   10.60	   10.16	   10.25	       28745908	      10.63	      10.71	      10.53	      10.09	  287459.09	  333793.59	  424380.81	      22.54	      32.93	      20.65	      26.07	
 2014/10/24	   10.30	   10.45	   10.25	   10.33	       19310252	      10.57	      10.67	      10.53	      10.12	  193102.52	  296313.59	  404024.00	      20.80	      30.39	      20.10	      24.36	
 2014/10/27	   10.31	   10.46	   10.25	   10.30	       16707376	      10.45	      10.64	      10.56	      10.14	  167073.77	  265932.81	  387246.41	      19.43	      27.79	      19.41	      22.95	
 2014/10/28	   10.36	   10.76	   10.31	   10.68	       40666360	      10.42	      10.63	      10.59	      10.17	  406663.59	  274529.59	  365088.81	      27.56	      22.86	      16.53	      21.12	
 2014/10/29	   10.75	   11.13	   10.72	   10.95	       70563480	      10.50	      10.61	      10.63	      10.20	  705634.81	  351987.19	  369202.41	      36.69	      19.04	      20.85	      21.04	
 2014/10/30	   10.90	   11.10	   10.83	   11.04	       63054464	      10.66	      10.65	      10.67	      10.23	  630544.63	  420604.81	  377199.19	      32.89	      17.07	      23.94	      21.87	
 2014/10/31	   11.07	   11.47	   11.07	   11.13	       96361128	      10.82	      10.69	      10.71	      10.26	  963611.25	  574705.63	  435509.59	      41.39	      14.34	      30.97	      24.47	
 2014/11/03	   11.26	   11.35	   11.05	   11.12	       48560004	      10.98	      10.71	      10.75	      10.30	  485600.03	  638411.19	  452172.00	      36.67	      13.47	      35.34	      27.58	
 2014/11/04	   11.13	   11.48	   10.88	   11.41	       83566728	      11.13	      10.78	      10.79	      10.34	  835667.25	  724212.81	  499371.19	      29.03	      16.56	      33.06	      29.14	
 2014/11/05	   11.41	   11.61	   11.24	   11.42	       70252256	      11.22	      10.86	      10.82	      10.37	  702522.56	  723588.81	  537788.00	      29.82	      14.42	      33.55	      30.40	
 2014/11/06	   11.38	   11.50	   11.26	   11.41	       36211572	      11.30	      10.98	      10.85	      10.40	  362115.72	  669902.38	  545253.63	      27.19	      13.15	      33.91	      31.40	
 2014/11/07	   11.42	   11.51	   11.08	   11.11	       47780368	      11.29	      11.06	      10.87	      10.43	  477803.69	  572742.38	  573724.00	      23.00	      17.58	      28.04	      30.44	
 2014/11/10	   11.14	   11.30	   11.07	   11.22	       30156756	      11.31	      11.15	      10.89	      10.46	  301567.56	  535936.00	  587173.63	      21.00	      16.43	      23.52	      28.46	
 2014/11/11	   11.25	   11.27	   10.74	   10.92	       52699784	      11.22	      11.17	      10.90	      10.48	  526997.81	  474201.59	  599207.19	      17.06	      25.03	      22.20	      26.67	
 2014/11/12	   10.88	   11.12	   10.84	   11.04	       24589986	      11.14	      11.18	      10.90	      10.51	  245899.86	  382876.81	  553232.81	      15.31	      22.46	      21.27	      25.13	
 2014/11/13	   11.06	   11.09	   10.83	   10.98	       27392196	      11.05	      11.18	      10.91	      10.53	  273921.97	  365238.41	  517570.41	      13.79	      20.62	      20.86	      23.91	
 2014/11/14	   10.94	   12.00	   10.87	   11.79	      103458040	      11.19	      11.24	      10.97	      10.57	 1034580.38	  476593.59	  524668.00	      35.94	      13.77	      27.64	      24.97	
 2014/11/17	   11.69	   12.26	   11.57	   11.95	       99904808	      11.34	      11.32	      11.02	      10.61	  999048.06	  616089.63	  576012.81	      36.27	      11.16	      34.87	      27.80	
 2014/11/18	   11.88	   12.09	   11.82	   11.90	       44257576	      11.53	      11.37	      11.08	      10.65	  442575.75	  599204.81	  536703.19	      33.41	      10.28	      40.03	      31.29	
 2014/11/19	   11.90	   13.00	   11.83	   12.64	      138188640	      11.85	      11.50	      11.18	      10.69	 1381886.38	  826403.19	  604640.00	      45.96	       7.38	      49.26	      36.43	
 2014/11/20	   12.50	   12.75	   12.37	   12.54	       69964944	      12.16	      11.61	      11.29	      10.73	  699649.44	  911548.81	  638393.63	      41.55	       6.67	      55.85	      41.98	
 2014/11/21	   12.54	   12.70	   12.31	   12.63	       68688112	      12.33	      11.76	      11.41	      10.77	  686881.13	  842008.00	  659300.81	      37.32	       7.56	      58.84	      46.80	
 2014/11/24	   12.80	   12.95	   12.41	   12.75	      117702512	      12.49	      11.91	      11.53	      10.82	 1177025.13	  877603.19	  746846.38	      38.58	       6.50	      62.36	      51.24	
 2014/11/25	   12.75	   12.85	   12.50	   12.70	       80450040	      12.65	      12.09	      11.63	      10.86	  804500.38	  949988.81	  774596.81	      34.92	       5.88	      64.88	      55.14	
 2014/11/26	   12.78	   13.18	   12.49	   12.61	       94224280	      12.65	      12.25	      11.72	      10.91	  942242.81	  862059.19	  844231.19	      37.21	       4.84	      68.34	      58.91	
 2014/11/27	   12.55	   12.66	   12.10	   12.35	       88304144	      12.61	      12.39	      11.78	      10.94	  883041.44	  898737.63	  905143.19	      31.91	      14.07	      59.90	      59.19	
 2014/11/28	   12.22	   12.58	   12.15	   12.44	       70646744	      12.57	      12.45	      11.85	      10.98	  706467.44	  902656.00	  872332.00	      28.33	      12.49	      53.87	      57.67	
 2014/12/01	   12.41	   12.42	   11.96	   12.04	       69435632	      12.43	      12.46	      11.89	      11.00	  694356.31	  806121.63	  841862.38	      24.76	      15.91	      44.70	      53.96	
 2014/12/02	   12.04	   12.46	   12.00	   12.38	       68669160	      12.36	      12.51	      11.94	      11.04	  686691.63	  782560.00	  866274.38	      22.79	      13.96	      38.79	      49.63	
 2014/12/03	   12.42	   13.08	   12.11	   13.00	      123002040	      12.44	      12.54	      12.02	      11.08	 1230020.38	  840115.19	  851087.19	      32.23	      10.76	      41.98	      47.44	
 2014/12/04	   13.05	   13.19	   12.76	   13.07	       95583776	      12.59	      12.60	      12.10	      11.12	  955837.75	  854675.19	  876706.38	      31.53	       9.63	      45.19	      46.80	
 2014/12/05	   13.06	   13.07	   12.21	   12.54	       92308736	      12.61	      12.59	      12.17	      11.15	  923087.38	  897998.38	  900327.19	      25.38	      20.23	      35.51	      43.57	
 2014/12/08	   12.50	   13.50	   12.27	   13.10	      114520712	      12.82	      12.62	      12.27	      11.20	 1145207.13	  988169.63	  897145.63	      27.71	      15.30	      33.61	      40.72	
 2014/12/09	   13.00	   13.40	   12.28	   12.35	      114628168	      12.81	      12.59	      12.34	      11.23	 1146281.63	 1080086.38	  931323.19	      22.07	      12.18	      32.25	      38.30	
 2014/12/10	   12.34	   12.74	   12.27	   12.63	       58091768	      12.74	      12.59	      12.42	      11.27	  580917.69	  950267.19	  895191.19	      20.08	      11.28	      31.06	      36.23	
 2014/12/11	   12.51	   12.97	   12.34	   12.93	       82104848	      12.71	      12.65	      12.52	      11.30	  821048.50	  923308.81	  888992.00	      22.09	       9.90	      33.06	      35.33	
 2014/12/12	   12.91	   13.94	   12.89	   13.77	      148391584	      12.96	      12.78	      12.62	      11.35	 1483915.88	 1035473.63	  966736.00	      35.44	       8.02	      41.64	      37.13	
 2014/12/15	   13.77	   14.02	   13.44	   13.87	       95578368	      13.11	      12.96	      12.71	      11.41	  955783.69	  997588.81	  992879.19	      33.10	       7.16	      48.16	      40.28	
 2014/12/16	   13.84	   13.85	   13.46	   13.60	       63839904	      13.36	      13.09	      12.80	      11.46	  638399.06	  896012.81	  988049.63	      30.42	       6.58	      52.81	      43.86	
 2014/12/17	   13.51	   13.98	   13.15	   13.41	       84073248	      13.52	      13.13	      12.84	      11.52	  840732.50	  947974.38	  949120.81	      25.58	      11.47	      48.60	      45.22	
 2014/12/18	   13.85	   14.28	   13.62	   13.68	       97509904	      13.67	      13.19	      12.89	      11.57	  975099.06	  978785.63	  951047.19	      27.02	       9.62	      48.29	      46.09	
 2014/12/19	   13.60	   13.96	   13.08	   13.41	       79561672	      13.59	      13.27	      12.93	      11.63	  795616.75	  841126.38	  938300.00	      22.74	      17.82	      37.96	      43.77	
 2014/12/22	   13.35	   13.35	   12.08	   12.09	      104820016	      13.24	      13.17	      12.90	      11.66	 1048200.19	  859609.63	  928599.19	      17.82	      30.24	      34.50	      41.12	
 2014/12/23	   12.09	   12.36	   11.72	   11.79	       71816816	      12.88	      13.12	      12.85	      11.69	  718168.19	  875563.19	  885788.00	      15.90	      33.03	      34.64	      39.27	
 2014/12/24	   11.83	   12.28	   11.72	   12.20	       55248568	      12.63	      13.07	      12.83	      11.72	  552485.69	  817915.19	  882944.81	      14.35	      29.80	      34.74	      37.97	
 2014/12/25	   12.20	   12.27	   11.99	   12.22	       48060300	      12.34	      13.00	      12.83	      11.76	  480603.00	  719014.38	  848900.00	      13.58	      28.21	      34.81	      37.07	
 2014/12/26	   12.27	   12.37	   12.03	   12.28	       60640736	      12.12	      12.86	      12.82	      11.79	  606407.38	  681172.81	  761149.63	      14.69	      26.25	      32.94	      35.89	
 2014/12/29	   12.40	   12.72	   12.10	   12.19	       70589680	      12.14	      12.69	      12.83	      11.82	  705896.81	  612712.00	  736160.81	      20.02	      22.90	      25.44	      32.90	
 2014/12/30	   12.21	   12.25	   11.27	   11.32	       92264992	      12.04	      12.46	      12.77	      11.84	  922649.94	  653608.00	  764585.63	      16.24	      34.57	      28.48	      31.64	
 2014/12/31	   11.35	   11.76	   11.06	   11.68	       61139084	      11.94	      12.29	      12.71	      11.85	  611390.81	  665388.81	  741652.00	      14.05	      33.95	      32.19	      31.80	
 2015/01/05	   11.69	   12.19	   11.48	   12.04	       66826680	      11.90	      12.12	      12.66	      11.87	  668266.81	  702921.63	  710968.00	      20.39	      29.33	      28.13	      30.75	
 2015/01/06	   11.87	   12.24	   11.70	   12.09	       58965724	      11.86	      11.99	      12.63	      11.89	  589657.25	  699572.81	  690372.81	      19.20	      26.20	      24.50	      28.97	
 2015/01/07	   12.06	   12.06	   11.56	   11.77	       56775320	      11.78	      11.96	      12.57	      11.91	  567753.19	  671942.38	  642327.19	      17.13	      26.22	      23.50	      27.40	
 2015/01/08	   11.78	   12.03	   11.62	   11.90	       59129260	      11.90	      11.97	      12.54	      11.93	  591292.63	  605672.00	  629640.00	      15.62	      23.92	      22.78	      26.08	
 2015/01/09	   11.98	   12.35	   11.80	   11.83	       76694088	      11.93	      11.93	      12.50	      11.94	  766940.88	  636782.38	  651085.63	      20.72	      21.06	      16.50	      23.35	
 2015/01/12	   11.69	   11.78	   11.42	   11.61	       47665848	      11.84	      11.87	      12.44	      11.96	  476658.47	  598460.81	  650691.19	      18.78	      27.74	      17.29	      21.62	
 2015/01/13	   11.65	   12.33	   11.52	   12.13	       98172144	      11.85	      11.86	      12.36	      11.98	  981721.44	  676873.63	  688223.19	      27.40	      22.87	      14.92	      19.70	
 2015/01/14	   12.14	   12.64	   11.97	   12.34	       93712688	      11.96	      11.87	      12.28	      12.00	  937126.88	  750748.81	  711345.63	      30.11	      19.59	      16.70	      18.85	
 2015/01/15	   12.37	   12.66	   12.25	   12.43	       62919160	      12.07	      11.98	      12.22	      12.03	  629191.63	  758329.63	  682000.81	      27.79	      17.79	      18.19	      18.66	
 2015/01/16	   12.50	   13.22	   12.47	   12.95	      104421832	      12.29	      12.11	      12.20	      12.07	 1044218.31	  813782.38	  725282.38	      35.10	      14.77	      24.64	      20.37	
 2015/01/19	   12.50	   13.11	   11.78	   12.26	       97026064	      12.42	      12.13	      12.13	      12.10	  970260.63	  912505.63	  755483.19	      26.40	      23.97	      18.98	      19.97	
 2015/01/20	   12.45	   13.49	   12.31	   13.49	      259436480	      12.69	      12.27	      12.13	      12.16	 2594364.75	 1235030.38	  955952.00	      27.34	      18.96	      18.73	      19.61	
 2015/01/21	   13.54	   13.84	   13.36	   13.83	      207289312	      12.99	      12.48	      12.22	      12.22	 2072893.13	 1462185.63	 1106467.25	      31.26	      17.33	      21.57	      20.17	
 2015/01/22	   13.66	   13.85	   13.47	   13.72	      115736800	      13.25	      12.66	      12.31	      12.27	 1157368.00	 1567820.75	 1163075.25	      29.18	      16.06	      23.69	      21.18	
 2015/01/23	   13.95	   14.35	   13.35	   13.43	      131386976	      13.35	      12.82	      12.38	      12.31	 1313869.75	 1621753.63	 1217768.00	      32.95	      13.15	      29.19	      23.47	
 2015/01/26	   13.53	   14.67	   13.52	   14.36	      165717216	      13.77	      13.09	      12.48	      12.36	 1657172.13	 1759132.75	 1335819.25	      31.48	      10.44	      35.19	      26.82	
 2015/01/27	   14.35	   14.88	   14.02	   14.54	      146352640	      13.98	      13.34	      12.60	      12.42	 1463526.38	 1532966.38	 1383998.38	      30.48	       8.96	      40.72	      30.79	
 2015/01/28	   14.36	   14.55	   13.85	   13.92	      106663584	      13.99	      13.49	      12.68	      12.47	 1066635.88	 1331715.25	 1396950.38	      26.90	      10.76	      41.33	      33.80	
 2015/01/29	   13.75	   14.29	   13.70	   14.03	       71008304	      14.06	      13.65	      12.82	      12.51	  710083.06	 1242256.00	 1405038.38	      24.15	      12.26	      38.85	      35.24	
 2015/01/30	   14.12	   14.27	   13.29	   13.32	       92792128	      14.03	      13.69	      12.90	      12.54	  927921.25	 1165065.63	 1393409.63	      20.19	      17.11	      30.10	      33.77	
 2015/02/02	   13.00	   13.57	   12.90	   13.41	       53909156	      13.84	      13.81	      12.97	      12.58	  539091.56	  941449.63	 1350291.25	      17.87	      21.82	      24.34	      31.08	
 2015/02/03	   13.55	   14.06	   13.41	   13.79	       77853760	      13.69	      13.84	      13.05	      12.62	  778537.63	  804454.38	 1168710.38	      24.41	      19.34	      20.70	      28.11	
 2015/02/04	   13.79	   14.18	   13.66	   13.81	       69932920	      13.67	      13.83	      13.16	      12.66	  699329.19	  730992.00	 1031353.63	      24.29	      17.51	      19.42	      25.63	
 2015/02/05	   13.93	   15.03	   13.70	   14.19	      181044480	      13.70	      13.88	      13.27	      12.72	 1810444.75	  951065.63	 1096660.75	      32.96	      13.67	      25.69	      25.65	
 2015/02/06	   14.30	   14.42	   13.68	   13.83	       80140992	      13.81	      13.92	      13.37	      12.76	  801409.94	  925763.19	 1045414.38	      28.90	      12.32	      29.84	      26.85	
 2015/02/09	   13.77	   14.44	   13.77	   13.97	       67200096	      13.92	      13.88	      13.49	      12.81	  672000.94	  952345.63	  946897.63	      25.94	      10.92	      32.96	      28.59	
 2015/02/10	   13.90	   14.67	   13.81	   14.65	       90709632	      14.09	      13.89	      13.61	      12.86	  907096.31	  978057.63	  891256.00	      26.06	       9.34	      37.04	      31.01	
 2015/02/11	   14.67	   14.95	   14.41	   14.70	       85554352	      14.27	      13.97	      13.73	      12.91	  855543.50	 1009299.19	  870145.63	      28.50	       8.45	      41.96	      34.14	
 2015/02/12	   14.72	   15.24	   14.64	   14.84	       90291448	      14.40	      14.05	      13.85	      12.96	  902914.50	  827792.00	  889428.81	      30.65	       7.54	      47.26	      37.89	
 2015/02/13	   14.85	   15.18	   14.70	   14.79	       79835416	      14.59	      14.20	      13.94	      12.99	  798354.19	  827180.81	  876472.00	      27.87	       6.85	      51.05	      41.65	
 2015/02/16	   14.85	   15.45	   14.73	   15.42	      112803976	      14.88	      14.40	      14.10	      13.04	 1128039.75	  918390.38	  935368.00	      29.18	       5.92	      55.40	      45.58	
 2015/02/17	   15.38	   15.50	   15.06	   15.08	       74182872	      14.97	      14.53	      14.18	      13.08	  741828.75	  885334.38	  931696.00	      27.62	       5.40	      58.79	      49.35	
 2015/02/25	   15.02	   15.12	   14.42	   14.61	       76624768	      14.95	      14.61	      14.22	      13.11	  766247.69	  867478.38	  938388.81	      23.80	      17.31	      46.50	      48.54	
 2015/02/26	   14.60	   14.83	   14.53	   14.81	       49997832	      14.94	      14.67	      14.27	      13.15	  499978.31	  786889.63	  807340.81	      22.27	      16.20	      37.73	      45.45	
 2015/02/27	   14.76	   15.25	   14.74	   15.08	       69467144	      15.00	      14.79	      14.36	      13.19	  694671.44	  766153.63	  796667.19	      28.98	      14.39	      36.56	      42.91	
 2015/03/02	   15.13	   15.40	   15.06	   15.21	       71675680	      14.96	      14.92	      14.40	      13.24	  716756.81	  683897.63	  801144.00	      30.17	      13.25	      37.25	      41.29	
 2015/03/03	   14.99	   14.99	   14.54	   14.62	      102017704	      14.87	      14.92	      14.40	      13.27	 1020177.06	  739568.00	  812451.19	      25.58	      23.06	      28.08	      37.52	
 2015/03/04	   14.57	   14.85	   14.49	   14.70	       57162280	      14.88	      14.92	      14.44	      13.32	  571622.81	  700640.00	  784059.19	      23.37	      22.27	      20.75	      32.73	
 2015/03/05	   14.65	   14.66	   14.06	   14.29	       80663256	      14.78	      14.86	      14.46	      13.35	  806632.56	  761974.38	  774432.00	      19.85	      29.02	      20.18	      29.14	
 2015/03/06	   14.30	   14.40	   14.00	   14.08	       50528664	      14.58	      14.79	      14.49	      13.37	  505286.63	  724096.00	  745124.81	      17.91	      27.65	      20.52	      26.68	
 2015/03/09	   14.13	   14.34	   13.81	   14.33	       47962724	      14.40	      14.68	      14.54	      13.39	  479627.25	  676668.81	  680283.19	      15.58	      28.72	      23.13	      25.67	
 2015/03/10	   14.33	   14.55	   14.27	   14.33	       44655400	      14.35	      14.61	      14.57	      13.42	  446554.00	  561942.38	  650755.19	      19.95	      26.61	      20.61	      24.22	
 2015/03/11	   14.34	   14.53	   14.10	   14.18	       40071368	      14.24	      14.56	      14.59	      13.44	  400713.69	  527763.19	  614201.63	      17.65	      28.10	      21.25	      23.37	
 2015/03/12	   14.30	   14.40	   14.12	   14.20	       43735720	      14.22	      14.50	      14.59	      13.47	  437357.19	  453907.19	  607940.81	      16.24	      25.86	      21.70	      22.90	
 2015/03/13	   14.22	   14.46	   14.18	   14.44	       45365424	      14.30	      14.44	      14.62	      13.50	  453654.25	  443580.81	  583838.38	      16.68	      23.68	      20.46	      22.20	
 2015/03/16	   14.64	   15.12	   14.50	   15.02	      103014320	      14.43	      14.42	      14.67	      13.53	 1030143.19	  553683.19	  615176.00	      32.02	      19.16	      21.79	      22.08	
 2015/03/17	   15.10	   15.45	   14.93	   15.25	      116171736	      14.62	      14.48	      14.70	      13.56	 1161717.38	  696716.81	  629329.63	      36.56	      16.40	      26.44	      23.33	
 2015/03/18	   15.20	   15.65	   15.10	   15.50	      104771744	      14.88	      14.56	      14.74	      13.58	 1047717.44	  826118.38	  676940.81	      36.53	      13.95	      31.67	      25.71	
 2015/03/19	   15.92	   16.28	   15.50	   15.64	      132105064	      15.17	      14.70	      14.78	      13.62	 1321050.63	 1002854.38	  728380.81	      45.23	      11.20	      39.85	      29.75	
 2015/03/20	   15.55	   16.15	   15.38	   15.73	      100209080	      15.43	      14.86	      14.83	      13.66	 1002090.81	 1112544.00	  778062.38	      36.95	      12.00	      43.02	      33.54	
 2015/03/23	   15.73	   16.65	   15.73	   16.47	      138407616	      15.72	      15.08	      14.88	      13.70	 1384076.13	 1183331.25	  868507.19	      40.46	       9.59	      48.36	      37.78	
 2015/03/24	   17.01	   17.27	   16.02	   16.84	      181979776	      16.04	      15.33	      14.97	      13.76	 1819797.75	 1314947.25	 1005832.00	      42.65	       7.28	      54.78	      42.63	
 2015/03/25	   16.86	   17.11	   16.38	   16.57	      102793400	      16.25	      15.57	      15.06	      13.83	 1027934.00	 1310988.75	 1068553.63	      36.71	       6.27	      59.36	      47.41	
 2015/03/26	   16.40	   16.46	   15.94	   16.00	       90410512	      16.32	      15.75	      15.12	      13.90	  904105.13	 1227603.25	 1115228.75	      32.24	      14.01	      53.66	      49.20	
 2015/03/27	   16.00	   16.28	   15.91	   16.17	       55321704	      16.41	      15.92	      15.18	      13.97	  553217.06	 1137827.25	 1125185.63	      29.78	      13.56	      49.02	      49.15	
 2015/03/30	   16.16	   16.48	   16.11	   16.38	       74745008	      16.39	      16.06	      15.24	      14.04	  747450.06	 1010499.19	 1096915.25	      31.75	      12.46	      47.48	      48.67	
 2015/03/31	   16.47	   16.84	   16.31	   16.41	       87993040	      16.31	      16.17	      15.33	      14.11	  879930.38	  822528.00	 1068737.63	      36.01	      11.00	      49.12	      48.80	
 2015/04/01	   16.42	   17.12	   16.30	   16.95	       96848064	      16.38	      16.32	      15.44	      14.19	  968480.63	  810636.81	 1060812.75	      35.69	       9.08	      52.06	      49.73	
 2015/04/02	   17.30	   17.33	   16.51	   16.83	       95026112	      16.55	      16.43	      15.57	      14.28	  950261.13	  819865.63	 1023734.38	      34.00	       7.57	      55.36	      51.34	
 2015/04/03	   16.71	   17.29	   16.60	   17.08	       91002736	      16.73	      16.57	      15.72	      14.37	  910027.38	  891228.81	 1014528.00	      29.26	       6.51	      57.71	      53.16	
 2015/04/07	   17.20	   17.90	   17.06	   17.60	      116121312	      16.97	      16.68	      15.88	      14.46	 1161213.13	  973984.00	  992241.63	      36.36	       5.44	      62.35	      55.79	
 2015/04/08	   17.55	   17.70	   16.71	   16.93	      110761344	      17.08	      16.69	      16.01	      14.54	 1107613.50	 1019520.00	  921024.00	      29.74	      10.90	      57.79	      56.36	
 2015/04/09	   16.88	   17.05	   15.81	   16.48	      106593728	      16.98	      16.68	      16.12	      14.62	 1065937.25	 1039011.19	  924824.00	      23.54	      23.76	      41.41	      52.09	
 2015/04/10	   16.49	   17.90	   16.40	   17.59	      146176432	      17.14	      16.84	      16.29	      14.72	 1461764.38	 1141312.00	  980588.81	      31.00	      18.40	      36.87	      47.74	
 2015/04/13	   17.60	   19.35	   17.45	   18.86	      173518432	      17.49	      17.11	      16.52	      14.83	 1735184.38	 1306342.38	 1098785.63	      42.23	      13.84	      40.80	      45.76	
 2015/04/14	   18.50	   18.80	   17.98	   18.33	      113891736	      17.64	      17.31	      16.68	      14.95	 1138917.38	 1301881.63	 1137932.75	      37.29	      12.22	      43.61	      45.14	
 2015/04/15	   18.29	   18.29	   17.50	   17.52	       75390304	      17.76	      17.42	      16.79	      15.04	  753903.06	 1231139.25	 1125329.63	      33.08	      17.37	      40.05	      43.69	
 2015/04/16	   17.49	   18.47	   17.32	   18.31	       81292288	      18.12	      17.55	      16.93	      15.14	  812922.88	 1180537.63	 1109774.38	      28.03	      14.72	      37.50	      41.92	
 2015/04/17	   18.31	   18.65	   17.90	   18.26	       91763328	      18.26	      17.70	      17.07	      15.23	  917633.25	 1071712.00	 1106512.00	      27.61	      13.20	      36.88	      40.48	
 2015/04/20	   18.00	   18.00	   17.05	   17.16	      117536912	      17.92	      17.70	      17.14	      15.30	 1175369.13	  959750.38	 1133046.38	      23.16	      22.39	      26.82	      36.58	
 2015/04/21	   17.18	   17.99	   17.18	   17.85	       79487256	      17.82	      17.73	      17.21	      15.40	  794872.56	  890940.81	 1096411.25	      20.54	      19.86	      19.64	      31.74	
 2015/04/22	   17.90	   18.55	   17.90	   18.25	       94918408	      17.97	      17.86	      17.28	      15.47	  949184.06	  929996.81	 1080568.00	      26.44	      17.89	      19.54	      28.25	
 2015/04/23	   18.47	   18.48	   17.78	   18.16	       77608192	      17.94	      18.03	      17.36	      15.55	  776081.94	  922627.19	 1051582.38	      23.72	      17.81	      18.02	      25.33	
 2015/04/24	   17.91	   19.98	   17.80	   19.97	      186625456	      18.28	      18.27	      17.55	      15.65	 1866254.50	 1112352.00	 1092032.00	      35.87	      13.01	      26.24	      25.59	
 2015/04/27	   20.00	   20.41	   19.53	   19.98	      166670704	      18.84	      18.38	      17.75	      15.76	 1666707.00	 1210620.75	 1085185.63	      37.32	      11.56	      33.80	      27.93	
 2015/04/28	   19.80	   19.95	   18.68	   18.88	      104585256	      19.05	      18.43	      17.87	      15.84	 1045852.56	 1260816.00	 1075878.38	      31.36	      20.16	      30.35	      28.63	
 2015/04/29	   18.94	   20.77	   18.91	   20.77	      122212224	      19.55	      18.76	      18.09	      15.94	 1222122.25	 1315404.75	 1122700.75	      33.90	      15.90	      32.01	      29.59	
 2015/04/30	   21.00	   21.90	   20.35	   20.42	      172482048	      20.00	      18.97	      18.26	      16.05	 1724820.50	 1505152.00	 1213889.63	      40.40	      13.25	      37.32	      31.80	
 2015/05/04	   20.43	   20.97	   19.70	   20.40	       90738376	      20.09	      19.18	      18.44	      16.15	  907383.75	 1313379.25	 1212865.63	      34.90	      18.41	      35.50	      32.86	
 2015/05/05	   20.48	   20.60	   19.48	   19.74	       81598104	      20.04	      19.44	      18.57	      16.26	  815981.06	 1143232.00	 1176926.38	      30.66	      18.56	      32.38	      32.72	
 2015/05/06	   20.00	   21.20	   19.90	   20.24	      117327744	      20.31	      19.68	      18.70	      16.37	 1173277.50	 1168716.75	 1214766.38	      32.27	      15.69	      33.00	      32.80	
 2015/05/07	   19.89	   20.18	   19.50	   19.75	       76756000	      20.11	      19.83	      18.85	      16.47	  767560.00	 1077804.75	 1196604.75	      29.59	      18.87	      29.89	      31.97	
 2015/05/08	   20.22	   20.85	   20.01	   20.75	      113364896	      20.18	      20.09	      19.06	      16.59	 1133649.00	  959571.19	 1232361.63	      33.49	      16.52	      31.05	      31.71	
 2015/05/11	   20.95	   22.50	   20.50	   22.42	      155967472	      20.58	      20.33	      19.30	      16.73	 1559674.75	 1090028.75	 1201704.00	      43.65	      13.10	      37.56	      33.38	
 2015/05/12	   22.23	   22.54	   21.55	   22.07	      123070056	      21.05	      20.54	      19.46	      16.86	 1230700.50	 1172969.63	 1158100.75	      39.46	      11.71	      42.32	      35.93	
 2015/05/13	   22.00	   23.47	   21.64	   22.77	      123657520	      21.55	      20.93	      19.68	      17.01	 1236575.25	 1185632.00	 1177174.38	      41.55	       9.56	      48.11	      39.41	
 2015/05/14	   22.88	   23.26	   22.31	   23.17	       88957032	      22.24	      21.17	      19.97	      17.15	  889570.31	 1210032.00	 1143918.38	      37.42	       8.61	      52.25	      43.08	
 2015/05/15	   23.00	   23.00	   22.00	   22.06	       96338112	      22.50	      21.34	      20.15	      17.28	  963381.13	 1175980.75	 1067776.00	      32.79	      10.82	      51.72	      45.55	
 2015/05/18	   21.85	   22.59	   21.70	   21.89	       77190560	      22.39	      21.49	      20.33	      17.39	  771905.63	 1018425.63	 1054227.25	      29.58	      13.06	      48.01	      46.25	
 2015/05/19	   22.19	   23.08	   21.86	   23.01	       86265536	      22.58	      21.81	      20.63	      17.53	  862655.38	  944819.19	 1058894.38	      31.00	      11.31	      47.59	      46.63	
 2015/05/20	   23.30	   24.20	   22.70	   22.83	      116851944	      22.59	      22.07	      20.88	      17.65	 1168519.50	  931206.38	 1058419.25	      37.98	       9.50	      51.13	      47.92	
